# name	cuisine_slug	confidence
# REVIEW THIS before --emit-sql. Delete or correct any line.
Green F&amp B Co Llc	null	low
Green Restaurant Services, Llc	null	low
Green's Greenery, L.l.c	null	low
Green's Texas Bbq	barbecue-classic	high
Greenbriar Preston Hollow Restaurant Llc	null	low
Greencast Investments Llc	null	low
Greenville Deli and Ice Cream	deli-sandwiches	high
Greenville Restaurant Services, Llc	null	high
Greenwood's German Restaurant and Bakery	german	high
Griff's Of America, Inc	null	medium
Grill & Vine	wine-bar	low
Grill N Crust	pizza-classic	low
Grill Operations 2017 Llc	null	high
Grna Llc.	null	high
Grr Mesquite Llc	null	high
Grub Daddy, Llc	null	medium
Grub Kitchen + Bar	null	medium
Grub N Go	fast-food	low
Grumps Development Co. Llc	null	high
Grutogi Bistro - Flower Mound	null	medium
Gsp Global Inc	null	high
Gtk Management Inc Dba Lonestar Roadhouse	steakhouse	medium
Guacaburgers	burgers	high
Gub Hilltop Enterprise Llc	null	high
Gueros Mexican Grill	mexican	high
Guideit	null	high
Gulf Coast Jacks, Inc	seafood-classic	low
Gulf Coast Restaurant	seafood-classic	medium
Gumbo All In Fun Lp	cajun-creole	medium
Gumbo's	cajun-creole	high
Guo Ping Inc	null	medium
Gustos burger bar + more	burgers	high
Gutter Logic Of Dallas Llc	null	high
Guy Fieri's Flavortown Kitchen	comfort-food	medium
Guys Auto Body	null	high
Gw Restaurant Group Llc	null	high
H & C Hakim #2, Inc	null	medium
H Y Services Llc	null	high
H&a Diversified Investments Llc	null	high
H.j. Wang Restaurant Group, Llc	chinese	low
HG Sply Co.	new-american	low
HG Sply Co. - Alliance	new-american	low
Ha Ha Buffalo Wing	wings	high
Ha-nguyen Llc	null	medium
Haagen - Dazs	ice-cream	high
Habanero Mexican Restaurant	mexican	high
Habesha Express	ethiopian	high
Habibi & Spice - Fusion Kitchen	middle-eastern	medium
Hair By Ryan Chambers	null	high
Hair By Shea	null	high
Hakim Inc	null	high
Halal District	halal	high
Half Shells Of Flower Mound Llc	seafood-classic	medium
Half Shells Seafood Grill	seafood-classic	high
Halftime Bar & Grill	sports-bar	medium
Haltombrau Partnership Ltd	null	medium
Hamburger Mary's Dallas	burgers	high
Hamilton Patio and Grill	null	medium
Hands+Rose Coffee	coffee	high
Handy Family Div 1	null	high
Hangang Inc	korean	low
Happiest Hour Llc	bar	medium
Happy Greens Cafe	salad	medium
Happy Lamb Hot Pot, Plano	chinese	high
Happy Mango Llc	null	medium
Hard 90 Sports Bar And Grille	sports-bar	high
Hard Rock Cafe Dallas	new-american	medium
Hard Sun Incorporated	null	high
Hard-mire Restaurant Holdings Llc	null	high
Hardy's Auto Care	null	high
Haroldschickendallas	chicken	medium
Harris Permit Svc	null	high
Harris' House Of Heroes	deli-sandwiches	medium
Harry's Cafe	cafe	medium
Harry's at the Harbor	null	low
Hartline, Inc	null	high
Hartnett Commercial Inc	null	high
Hartnett Restaurant Ventures, L.p	null	high
Harvest Chinese Restaurant	chinese	high
Harvest Hall	food-hall	medium
Harvest Street Cafe	cafe	medium
Hattie B's Hot Chicken - Dallas - Deep Ellum	chicken	high
Hattie Marie's Texas Style Bbq & Cajun Kitchen	barbecue-classic	high
Haunted Castle Cafe	cafe	medium
Hav R Burger	burgers	high
Hayes & Stolz Industrial Manufacturing Company, Ll	null	high
Haystack Turtle Creek Llc	null	medium
Hbbq Chicken Inc	chicken	medium
He Wines She Dines	wine-bar	medium
Head Huncho’s Good Eat’s	null	low
Heads or Tails Crawfish	cajun-creole	high
Healthy & Delicious	null	low
Healthy Bowls	bowls	high
Healthy Bowls By Furlough Brothers	bowls	high
Healthy Corner	null	low
Healthy Fun, Llc	null	high
Healthy Living Ventures Llc	null	high
Heart & Seoul Enterprises, Llc	korean	medium
Heelz Kitchen Cafe	cafe	low
Heidi Lou’s Mexique	mexican	medium
Heim Barbecue	barbecue-classic	high
Heimbaker's Market & Deli	deli-sandwiches	high
Heirloom Haul	null	low
Helen's Investment Property Llc	null	high
Hemani Wireless Inc Dba Wireless Connection	null	high
Hendrix Hill	null	medium
Hendy's on Henderson	null	medium
Henry's Majestic	null	low
Henry's Majestic Llc	null	low
Hera's Kitchen	greek	low
Herb & Ember 	new-american	low
Herb N' Kitchen	null	low
Herencia Texican Restaurant Southlake Llc	tex-mex	high
Herrera’s Tex-mex	tex-mex	high
Herys Hot Chicken and Seafood	chicken	high
Hetsel Restaurant Group Llc	null	high
Hh & M Investments, Inc	null	high
Hh Restaurant Holdings Lovers Llc	null	high
Hhk Smile Corporation	null	high
Hibachi Mami	japanese	high
Hibachi PHO 99	vietnamese	medium
Hibachi Rock Restaurant and Club	japanese	high
Hibachi Streetfood	japanese	high
Hibbs Hallmark & Co	null	high
Hickory Tree Llc	null	medium
Hide	cocktail-bar	low
Hideout	null	low
Hielan Restaurant Group, Lp	null	high
High Fives Dallas	null	low
Highfills at Eagle Mountain Lake	null	low
Highlands Top Dawg Restaurant, Llc	null	low
Hillman's Shave Ice	dessert	medium
Hillside Prime	steakhouse	medium
Hillside Tavern Llc	bar	medium
Hillstone	null	low
Himalayan Mart Llc	indian	low
Himalayan Spice Frisco	indian	medium
Hitchin Post Sports Bar And Grill Llc	sports-bar	high
Hiwot's Injera & Spices	ethiopian	high
Hj&hj Inc	null	high
Hk & Ew Investments Inc	null	high
Hls Restaurant Corporation	null	high
Hmp Inc.	null	high
Hnb Gourmet	null	medium
Hnn Enterprise, Inc	null	high
Hoda Aljm Restaurant Services Inc	null	medium
Hoff 20, Llc	null	high
Hofmann Hots	fast-food	low
Hokkaido Sushi AYCE	sushi	high
Holloway Good Eats	null	low
Holy City Hospitality, Llc	null	high
Holy Rollers BBQ	barbecue-classic	high
Homans&amp Associates Wealth Management Llc	null	high
Home Again Fire Restoration and Remodeling	null	high
Home Kabob Llc	middle-eastern	medium
Home Plate at Texas Rangers Golf Club	null	low
Homestyle Dining Llc.	comfort-food	low
Hometown Cafe	cafe	medium
Homewood Restaurant	null	medium
Honey Bee's Inc	null	low
Hong Kong Star	chinese	high
Hongyun Oriental Gourmet Inc	chinese	medium
Hood County Attorney-criminal	null	high
Hood County Environmental Health	null	high
Hood County Personnel Department	null	high
Hood County Precinct 2 Constable’s Office	null	high
Hood County Precinct 3 Constable’s Office	null	high
Hood County Precinct 4 Constable’s Office	null	high
Hood County Purchasing Department	null	high
Hood County Tax Assessor-collector	null	high
Hood County Veterans Service Officer	null	high
Hoodz Of North Dallas	null	high
Hook & Ladder Pizza Co.	pizza-classic	high
Hooks on Lake Grapevine	seafood-classic	low
Horizon 76 Grille Llc	null	medium
Horney Toad Bar	bar	medium
Horny Toad Cafe & Bar	bar	medium
Horseman Club	null	low
Hospitality Inspirado Llc	null	high
Hot Chicks Nashville Hot Chicken	chicken	high
Hot Chocolates	chocolate	medium
Hot Rodz Diner, Llc	diner	high
HotBox by Wiz Khalifa	null	low
Houghton Development Inc	null	high
Hours Associates, Inc. Dba Usi Design &amp	null	high
House To Home Plans Llc	null	high
House of Brew	coffee	low
House of Toro DFW	null	low
Howdy Catering Llc	null	medium
Howdy Cow	burgers	low
Hp Club Partner, Llc	null	high
Hr Coffey Llc	null	high
Hs Retail And Food Inc	null	high
Hsi Investments Llc	null	high
Huck's Catfish	seafood-classic	high
Huge American Restaurant	new-american	low
Huge Guyzz Kitchen	null	low
Hugo	null	low
Hugo's Invitados	mexican	medium
Hulen Cr Of Ft. Worth Inc	null	high
Hump's BBQ	barbecue-classic	high
Humperdinks Texas, Llc.	brewpub	low
Hunan Chef 湘遇 (Carrollton)	chinese	high
Hunan Dynasty	chinese	high
Hunan Restaurant	chinese	high
Hungry Tummy	null	low
Hunt County Jail	null	high
Hunt County Oil Co Inc	null	high
Huntington Restaurant In	null	medium
Hurst Froyo Llc	ice-cream	high
Hyderabad House Little Elm	indian	high
Hyderabad Junction Northlake	indian	high
Hydrotech Engineering Inc Dbaje &amp Assoc Iates	null	high
Hyer Velocity Inc	null	high
I Fratelli Pizza	pizza-classic	high
I Fratelli Pizza One Lp	pizza-classic	high
I H Enterprieses Inc	null	high
I-20 Hospitality Lp	null	high
IBY Restaurant	null	medium
IL Sole Restaurant and Wine Bar	italian-classic	medium
INDI	null	low
Ice Snack Shack	dessert	low
Icebox Cafe at Dallas Fort Worth International Airport	cafe	medium
Ida V’s Smoke Palace	barbecue-classic	medium
Idm Tooling Llc	null	high
Igloos Frozen Drinks	dessert	medium
Ii Creeks Burger Crowd Lp	burgers	high
Iicorp	null	high
Imap Acq, Llc	null	high
Imoto Dallas	japanese	medium
Impact Finishing, Inc. Dba Impact Stampi Ng	null	high
In The Cut Cafe	cafe	low
In-Sir-Zhay	null	low
InSo | Las Colinas	null	low
Ina'z Kitchen	null	low
Inaa Restaurants	null	medium
Inca's Cafe	peruvian	medium
Indian Dhaba	indian	high
Indigo Enterprise	null	high
Indigo Hospitality	null	high
Indo European Foods	indian	low
Indochine	vietnamese	medium
Indori Spice	indian	high
Indus Social(InSo)	indian	low
Infinit Men's Health Clinic - Fort Worth	null	high
Ingram Unlimited Llc	null	high
Inhome Genius	null	high
Ino Japanese Bistro	japanese	high
Inside The Gem Llc.	null	high
Inspire School Programs	null	high
Inspired Treats by Trina	dessert	medium
Insulfab, Division Of Concote Corporation	null	high
Insurance Shack, Llc	null	high
International House of Pancakes	breakfast	high
Into My Garden Tea Room	tea-house	high
Iron Horse Bar and Grill	bar	medium
Irving Pizza One Inc	pizza-classic	high
Isabella Restaurant	null	medium
Isabelle's	null	high
Isamare Beverage Inc	null	medium
Isenberg Bath Corporation	null	high
It's Food	null	medium
Italian Bistro Plano	italian-classic	high
Italian Village Plano	italian-classic	high
Italian restaurant Express Tin Top	italian-classic	high
Izalco	null	low
Izkina Restaurant & Lounge	null	low
J & S Pizza Inc	pizza-classic	high
J C S Sandwich Shop	deli-sandwiches	high
J Camp Wisdom Restaurant, Llc	null	high
J H Bull Daddy Inc	null	high
J Illinois Restaurant Llc	null	high
J Peal Hospitality Llc	null	high
J Samuell Restaurant, Llc	null	high
J Squared Enterprises, L.l.c	null	high
J&f And Sons Llc	null	high
J&m Hospitality	null	high
J&srestaurant Group, Llc	null	high
J&y Plaza Inc	null	high
J00S Marta	null	low
JDs Food Box	null	medium
JJ Fish & Chicken	seafood-classic	medium
JOEY Dallas	null	medium
JOEY Maple	null	medium
JUICY Dumplings	chinese	medium
JW Steakhouse Dallas	steakhouse	high
Jack Bites	null	low
Jack Duggins	null	low
Jada Hospitality, Inc	null	high
Jai Balayya Bandi (Indian Food Truck)	indian	high
Jaimes Bistro	null	medium
Jalapeno's Mexican Grill	mexican	high
Jalapenos Mexican Restaurant	mexican	high
Jalepeno Taco, Llc	tacos	high
Jamaica Best Jerk Center	caribbean	high
Jamba Grill	null	low
Jambo's Bbq Shack	barbecue-classic	high
James And Linda Chow Inc.	null	medium
James May, Inc	null	high
James Provisions	null	medium
Jan A Blaha Dba Rockwall Aesthetic Center	null	high
Janata Garage	null	low
Jarochos Mexican Kitchen	mexican	high
Jasa, Llc	null	high
Jasmine Mediterranean Cuisine	mediterranean	high
Jasmine Thai Restaurant	thai	high
Jason's Deli	deli-sandwiches	high
Javelina Market	null	low
Jay Yogeshaw, Inc	null	high
Jb Kinzel Enterprise	null	high
Jb Manzanares Inc Dba Mama Mia Pizza & Pasta	pizza-classic	high
Jb Restaurant Group Llc	null	high
Jbas Enterprises, Inc	null	high
Jbm Specialties, Llc	null	high
Jbozco And Associates, Llc	null	high
Jbt Pizza Inc	pizza-classic	high
Jc Partners Association Llc	null	high
Jd Mesquite Dental Pllc	null	high
Jean Ranch Grill	null	medium
Jediy Hospitality Llc	null	high
Jeff Baird Insurance Agency, Llc	null	high
Jefferson Restaurant Llc	null	high
Jellico's	null	medium
Jem Park Llc	null	high
Jeneveins	null	high
Jennifer Enterprises Inc	null	high
Jennings Bistro	null	medium
Jerky Jr's	null	low
Jerky.com	null	low
Jes Enterprises, Inc. Dba Plan Factory	null	high
Jesus Bbq	barbecue-classic	high
Jetts	null	medium
Jewelry Mall	null	high
Jhr Basswood Restauants Llc	null	high
Jia Asian Bistro	pan-asian	high
Jiah Golden Investment Inc	null	high
Jiffy Laundry Mat	null	high
Jil Est	null	high
Jim Jones Insurance Agency Llc	null	high
Jimmy Jacks	null	medium
Jin Korean Bbq	korean	high
Jj Deli Inc	deli-sandwiches	high
Jk Chocolate	chocolate	high
Jk Terrell, Llc	null	high
Jmat Technologies	null	high
Jmc Restaurant Distribution	null	high
Jmlc Enterprises Llc	null	high
Jmr Enterprises Inc	null	high
Jmy Family Inc Dba Donut House	donuts	high
Jo International Food Group Inc	null	medium
Joaquin And Sons Restaurant Group Llc	null	high
Jocey's BBQ sunset Texas	barbecue-classic	high
Joe's NY Style Pizza at Amici	pizza-classic	high
Joe's Pizza and Italian Grill	pizza-classic	high
Joe's Seafood	seafood-classic	high
Joemakin	null	high
Joes International Restaurant	null	medium
Joes Mexican Texmex	tex-mex	high
Joey’s Resturant	null	medium
Joey’s Steak Wings & Waffles LLC	comfort-food	medium
John And Chenin Myers Llc	null	high
John Family Ix Ltd	null	high
John Ngo Investments Inc	null	high
John's Place	null	high
Johnny Carino's	italian-classic	high
Johnny Kuo Investments Llc	null	high
Johnny's Seafood	seafood-classic	high
Jomsom Thakali Kitchen	indian	low
Jon Lindsay Mgmt Co Llc	null	high
Jonathan Kuipers Pllc	null	high
Jordan E Sen Limited Liability Company	null	high
Jorges Taqueria II	tacos	high
Jowdy’s Fish Castle & Daq Shaq	seafood-classic	medium
Joy Kitchen	null	medium
Joyce & Gigi's Kitchen	null	medium
Jr 287 Mansfield Restaurants Llc	null	high
Jr Beach St Restaurant Llc	null	high
Jr Camp Bowie Restaurant Llc	null	high
Jr Central Expy Mckinney Restaurant Llc	null	high
Jrd Little Elm Restaurant Llc	null	high
Jrh Lewisville 1 Restaurant Llc	null	high
Jrh Live Oak Restaurants Llc	null	high
Jrs Steak And Grill	steakhouse	medium
Jsk Operations Management, Inc.	null	high
Jspn Inc	null	high
Jss Restaurant Group Lp	null	high
Jtd Associates Llc	null	high
Jube's Smokehouse & More	smokehouse	high
Jubilee Mortgage Lending	null	high
Juicy Pizza Llc	pizza-classic	high
Juju's Wings and Daiquiri	wings	high
Julia A Williams Dba Corner Stone Learning Center	null	high
Julia Pearl Southern Cuisine	southern	high
Jumping Dogs Inc D/b/a Certapro Painters	null	high
Jumpstreet	null	high
Jungle Burger	burgers	high
Jungle Cafe	cafe	medium
Juni International Group Inc	null	high
Juniper Kitchen	null	medium
Justasportsbar Inc	sports-bar	high
Jyjd Inc	null	high
K Town Food Court	korean	low
K&amp L Spa Services	null	high
K&c Capital-allen Lp	null	high
K&kate's Inc	null	high
K-Bob's Steakhouse	steakhouse	high
K-Garden	null	low
K-belle Pifu Corporation	null	high
KIN PHO	vietnamese	high
KISS	null	high
KT3 Eats Catering	null	low
KUN Rolling Pot	chinese	medium
Kaba, Inc	null	high
Kailash Parbat	indian	high
Kairav Inc Dba Discount Cigarettes And Tobacco Shop	null	high
Kaka Biryani	indian	medium
Kamee	null	high
Kamran Foods Llc	null	medium
Kang & Na Investments Inc	null	high
Kang, Dds, Pa	null	high
Kangann Inc Dba Nori Sushi	sushi	high
Kanny's Restaurant and Lounge	null	medium
Kao Shen Inc	null	high
Kaptrantzas Enterprises Llc	null	high
Karibu Cooking	west-african	low
Karmma & Kocktails	cocktail-bar	medium
Kathleens Art Cafe At Lakeside	cafe	medium
Kathmandu Kitchen Llc	indian	low
Kathy's Choice Catering	null	medium
Katin Corp	null	high
Katsu Omoi	japanese	high
Kaur Insurance Service	null	high
Kava Partners Llc	null	medium
Kay's Cookiez	bakery	medium
Kay's Kitchen	null	medium
Kearney's Feed Store, Llc	null	medium
Keep Weight Off, Nadia Malik, Md	null	high
Kelberg Associates Inc	null	high
Keller's Drive-In	burgers	medium
Kemi's Kitchen	null	low
Kennington Oxford Management Llc	null	high
Kenny B's Authentic Italian Beef	deli-sandwiches	medium
Kenny's Burger Joint, Llc	burgers	high
Kennys East Coast Pizza Llc Ppp	pizza-classic	high
Keren's Food	null	medium
Kernan Law Firm P.c	null	high
Kes Spicy 9ja Suya Spot	west-african	high
Kess Management Corporation	null	high
Keto Kitchen Creations	gluten-free	low
Kettle Restaurant	diner	low
Keys Hotfood	null	low
Khalsa Inc	null	medium
Khao Restaurant Group Llc	thai	medium
Khatib & Zubi Holdings, Corp	null	high
Khl Restaurant Views Inc	null	high
Khun sai chol เขื่อนสิรินธร	thai	high
Kihana Sushi & Pan-Asian Cuisine	sushi	high
Kiku Fusion Inc	japanese	medium
Killer Crab Express	crab-house	high
Killer Pecans	dessert	low
Kilomok	null	high
Kim & Lee Holdings Inc	null	medium
Kim Gwang Tae Corp	korean	low
Kim San Wok Inc	chinese	medium
Kim T Van Dmd Ii Pa	null	high
Kimora's chicken fish & more	chicken	medium
Kincaids	null	low
King China & Sushi	chinese	high
King Kirby & Company Llc	null	high
King Of Kabab	middle-eastern	medium
King Wok	chinese	high
King's Catering and Party Hall	null	medium
Kingdom Chasers, Inc	null	high
Kings Of Wings	wings	high
Kirin Court	chinese	medium
Kisa Direct Inc	null	high
Kitchen 1924	null	medium
Kitchen Lto At Trinity Groves	new-american	low
Kitchen United Mix Inside Kroger	food-hall	medium
Kitchens @ the Kourtyard	null	medium
Kittu Foods Llc	null	high
Kj's Kitchen	null	medium
Kk Business Group Llc	null	high
Kms Qureshi Enterprises Llc Dba Charley's Grilled Subs	deli-sandwiches	high
Knmp Business Group Limited	null	high
Kobe Steak Of Texas Inc	japanese	medium
Kobe Steaks	japanese	medium
Kolben Food Gallery	null	low
Komn Enterprises Llc Dba Ad Nails	null	high
Komodo Dallas	null	low
Komé Sushi and Handroll Bar	sushi	high
Konaseema Ruchulu	indian	medium
Kooil America Inc	null	high
Kool Kones Llc Shaved Ice And Treats	ice-cream	medium
Korean Garden Restaurant	korean	high
Kozy Kitchen	null	low
Kps Daiquiris & Eats 	bar	medium
Krab Kingz Seafood Fort Worth	seafood-classic	high
Krasniqi Company Llc	null	high
Krave Haven	null	low
Krisp Kitchen	null	low
Kristal Restaurant DFW	null	low
Krystals Corporate Catering Lc	null	low
Kse Associates Llc	null	high
Kse Inc	null	high
Kuco U Llc	null	high
Kuhn Entertainment, Inc	null	high
Kume Hibachi & Ramen Express	ramen	medium
Kuppkone, Inc. Dba Marble Slab Creamery	ice-cream	high
Kustard Kraze	ice-cream	medium
Kyl International Llc	null	high
Kyoto Hibachi Sushi & Bar	sushi	high
Kyras Mequite	null	low
L & V Partnership A Texa Llc	null	high
L&L Soul Food and More	soul-food	high
L&a Restaurant Holdings Llc	null	high
L.m.s. International, Inc	null	high
LARK on the Park	new-american	low
LAW Restaurant at The Las Colinas Resort, Dallas	new-american	low
LC Kitchen	null	low
LEE’S Kitchen	null	low
LMS Associates	null	low
LOCO Nanny's FRUIT STAND	juice-smoothie	low
La Bendicion	latin-american	low
La Botana	mexican	medium
La Botanita	mexican	medium
La Campiña Salvadoreña	latin-american	high
La Casa De Mama	mexican	medium
La Casa Del Taco	tacos	high
La Casa Snack Shop	null	low
La Casa de la Abuela 345	mexican	medium
La Cocina de Amelia	mexican	medium
La Cocinita De Rosita	mexican	medium
La Conga	cuban	low
La Creme Coffee & Tea	coffee	high
La Duni North America Lp	latin-american	medium
La Duni Restaurants Operations, Llc	latin-american	medium
La Finca	mexican	low
La Hacienda Ranch	mexican	medium
La Hechizera Tortas	mexican	high
La Isabela	null	low
La Isla Farmers Branch	latin-american	low
La Llorona Sports Bar	sports-bar	high
La Loteria Fruteria LLC	mexican	medium
La Madeleine Country French Cafe	french	high
La Marmite - African Restaurant	west-african	medium
La Media Naranja	latin-american	low
La Merced Tacos	tacos	high
La Mesa	mexican	medium
La Mesa de mi Rancho	mexican	medium
La Mexicana Meat Market	mexican	high
La Michoacana	ice-cream	medium
La Michoacana Premier Ice Cream	ice-cream	high
La Milpa Mexican Restaurant	mexican	high
La Mina	null	low
La Nueva De Zacatecas	mexican	medium
La Oveja Negra Sweets Bar	dessert	medium
La Paloma En Garland	mexican	low
La Pantera Tacos y Mas	tacos	high
La Perla Bar	bar	medium
La Pesca	seafood-classic	medium
La Pinata Fruteria Y Antojitos #2	mexican	high
La Playa Maya Restaurant	mexican	medium
La Pradera Mexican Restaurant	mexican	high
La Prisión Latin Bar & Grill	latin-american	high
La Queen Potato	null	low
La Roca Grill	mexican	low
La Trailita Catracha	latin-american	medium
La bendición	latin-american	low
La cocina de Claudia	mexican	medium
La mesa familiar	mexican	medium
LaPerle Restaurant & Bar	null	low
Labodega's Authentic Latin Cusine	latin-american	high
Ladydi's Potatoes	null	low
Laguna Coffee & Tea	coffee	high
Lake Forest Pizza Llc	pizza-classic	high
Lake Granbury Honey	null	low
Lake Highlands Creamery	ice-cream	medium
Lake Kiowa Lodge	null	low
Lake Worth Fourth Watch Llc	null	low
LakeSide Cafe	cafe	medium
Lakeside Craft Kitchen	new-american	low
Lakeview Tavern & Grill	bar	medium
Lala Land Cafe 5626 Llc	cafe	medium
Lalaland Cafe 5626 Llc	cafe	medium
Lancaster Seafood Inc	seafood-classic	high
Land Shark Bar And Grill	bar	medium
Landmark Grill	null	low
Lans Partners Limited Liability Company	null	low
Larry's Lunchbox	null	low
Larry's Q	barbecue-classic	medium
Las Colinas	null	low
Las Gueras Restaurant	mexican	medium
Las Isla Del Encanto	caribbean	medium
Last Call Operating Co1 Inc.	null	low
Last Line Pubs Llc	pub	medium
Lavender House Restaurant, Lounge And Tea Room	tea-house	medium
Lavish Lix Snowcones	dessert	medium
Law Offices Of James S. Johnson	null	high
Lay's	null	low
Layalina	middle-eastern	medium
Lazare Bar And Restaurant	bar	low
Lazy Daisy Coffee Bar, Llc	coffee	high
Lazy Dog Restaurant & Bar	new-american	medium
Le BEEF Steak Frites	steakhouse	high
Le Cep Restaurant, Inc.	french	medium
Le Duff America, Inc.	null	low
Le Petit Bistro	french	medium
Lee Harvey's, Inc.	null	low
Leeper Creek Bbq Llc	barbecue-classic	high
Legacy Dunhill Investors Llc	null	low
Legacy Hall	food-hall	medium
Legacy Isp Llc	null	low
Legacy Restaurant Group Ltd	null	low
Legacy Retail Ltd	null	low
Legacy Wok	chinese	high
Lemans Corporation	null	low
Lemmon Drop Coffee Co	coffee	high
Lena Maes Country Cafe	southern	medium
Leo L. Konermann, Dvm. Pc	null	low
Les Jardines Ii Llc	null	low
Lettuce Indulge	salad	low
Letty’s Mexican Restaurant	mexican	high
Leverett Investments, Inc	null	low
Lh Burger Crowd Lp	burgers	high
Liam Nguyen Agency Llc	null	low
Liberty Deli	deli-sandwiches	high
Liberty Noodles	pan-asian	medium
Lil Mama's Bar-B-Que	barbecue-classic	high
Limbu Kitchen	null	low
Limerick's Sandwich Junction	deli-sandwiches	high
Limitless Connections, Inc	null	low
Limj Restaurant Group	null	low
Lincoln Cafe	cafe	medium
Linda K. Mcgranahan Dba Ballard Street Cafe	cafe	medium
Lindsay Paige Ellis Dba Lindsay Ellis Insurance	null	low
Lins Kitchen Inc	chinese	low
Lions Den	null	low
Liquor King Llc	null	low
Liquor Zone Lp	null	low
Lisha's homecooked plates LLC	comfort-food	medium
Lita Restaurant Group Inc	null	low
Litehouse Whole Food Grill	null	low
Little Germany Restaurant	german	high
Little Joe's Farmstead	null	low
Little Kaiping	chinese	medium
Little Michaels Inc	null	low
Little Store And Kitchen	null	low
Little Tree Learning Center Inc	null	low
Little india™	indian	high
Live Easy Llc	null	low
Lizzys African Market 	west-african	low
Local Favorite Restaurants	null	low
Local Foods Kitchen	new-american	low
Lochita's Tamale	mexican	high
Lockwood Distilling Company - Magnolia	distillery	high
Lola's Kitchen	null	low
Lolas Iv	null	low
Lolita's Mexican Cuisine	mexican	high
Lolo's Mwd Llc	null	low
Londoner	british	medium
Lone Fork Kitchen & Tap	new-american	low
Lone Star Cooking	southern	low
Lone Star Food Plano Tx Llc	null	low
Lone Star Foods Tx Llc	null	low
Lone Star Jerky	null	low
Lone Star Loaders, Inc. Dba Fantastic Moves	null	high
Lone Star Steakhouse / Texas Land & Cattle	steakhouse	high
Lone Star Wings No Five	wings	high
Lonestar Beverage	null	low
Lonestar Initials Llc	null	high
Long Star Burger Shack	burgers	high
Longhorn Bar-b-q & Catering	barbecue-classic	high
Longhorn Vapor Llc	null	high
Look Dry	null	high
Loop	null	high
Lorlyn, Inc. Dba Right At Home Mid-cities	null	high
Los Abuelo's Restaurant & Bar	mexican	medium
Los Cantaritos	mexican	medium
Los Cocos Locos Sports Bar and Seafood	seafood-classic	medium
Los Dominiqueños Food Truck LLC	caribbean	medium
Los Jimadores Tex Mex Tequila Factory	tex-mex	high
Los Juanitos Mexican Food	mexican	high
Los Kompadres Restaurant	mexican	medium
Los Lupes Enterprises	null	low
Los Lupes Mexican Restaurants	mexican	high
Los Molcajetes	mexican	high
Los Patrones Authentic Mexican Food	mexican	high
Los Pollos	chicken	medium
Los Primos Tex Mex	tex-mex	high
Los Tres Taqueros	tacos	high
Los2Regios	mexican	low
Losdos Hermanos Cocina Latina	latin-american	high
Lost Dojo Asian Fusion	pan-asian	high
Lotsa BBQ N Bakery	barbecue-classic	high
Loubel Inc	null	high
Louie's Lunch	null	low
Louisiana Famous Fried Chicken- Irving TX	chicken	high
Lounge Restaurant and Bar	bar	low
Love Bowls	bowls	high
Love Management Inc	null	high
Love and War in Texas	southern	low
Lovejoys On Main	null	medium
Ls & Partners At Tx, Llc	null	high
Ls Restaurant Management, Llc.	null	high
Lse1515llc	null	high
Lssc Investments, Llc	null	high
Lubys Bedford	comfort-food	medium
Lubys Cafeteria	comfort-food	medium
Lucas Restaurant Corporation	null	high
Lucky Dhaba Indian Restaurant	indian	high
Lucky Gold Ii Llc	null	high
Lucy's Yard	null	high
Luis Foods Inc	null	medium
Luna De Noche	mexican	medium
Luna Grill	mediterranean	medium
Lundquist Financial Llc	null	high
Lundquist Insurance Services Llc	null	high
Lupe's Tex Mex Restaurant And Cantina, Inc	tex-mex	high
Lupes Tex-mex Restaurant & Grill Inc	tex-mex	high
Lupita Cafe 2	mexican	low
Lync Experience, Inc	null	high
Lynda Dao Od, Pa	null	high
Lynn Laboratories, Inc	null	high
M & S Auto Sales	null	high
M Baig Companies	null	high
M Crowd Restaurant Group Inc	null	medium
M Crowd Restaurant Group, Inc.	null	medium
M Donut Shop	donuts	high
M Islam K S Dhaliwal Ps Dhillion	null	high
M&M African Kitchen & Bar	west-african	low
M&a Food Hospitality Llc	null	medium
M&p Advisors Llc	null	high
MAPS Academy	null	low
MG's Burgers	burgers	high
MGM Grocery and Grill	null	medium
MGM Nutrition & Delights	juice-smoothie	low
MI TACO	tacos	high
MJ BBQ	barbecue-classic	high
MK's AFRICAN CUISINE & BAR	west-african	low
MOE'S Burger's and MOORE	burgers	high
MOM DUKES Philly cheesesteaks	deli-sandwiches	high
MOMO Nation	indian	low
MYNAA KITCHEN FRISCO	null	low
Ma Crêpe	french	high
Mabel's African Cuisine & Bar	west-african	low
Mac & Teds Lighthouse Ltd	seafood-classic	low
Mac's Place	null	medium
Mac's Snacks	null	medium
Macd Llc	null	high
Macklin's Catering Co.	null	medium
Macs & Stacks	comfort-food	low
Macs & Stacks - Allen	comfort-food	low
Macs American Grille	new-american	medium
Mad For Chicken Carrollton	chicken	high
Madurai Thattu Kadai	indian	high
Maestro's	null	medium
Magarin's Restaurant Group, Llc	null	high
Maggiano's Little Italy	italian-classic	high
Maggie Moos Icecream Treatery	ice-cream	high
Magic Building Service, Inc	null	high
Magic Wave	null	high
Magnolia Cafe & Bakery	bakery	medium
Magnolia Chicken, Llc	chicken	medium
Magnolia Pub Llc	pub	high
Maguire Restaurant Holdings I Lp	null	high
